"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","drivers-perf-01",,,,"User:","drivers"
"Cmdline:","dstat --proc --cpu --cpu-use --sys --mem-adv --swap --page --disk -D total,sda,sdb --disk-avgrq --disk-avgqu --disk-svctm --disk-tps --disk-wait --net --time --output cassandra-stress-large-objects.csv 1 370",,,,"Date:","02 Sep 2015 06:32:54 PDT"
"procs",,,"total cpu usage",,,,,"cpu usage",,,,,,,,,,,,,,,,,,,,,,,,"system",,"advanced memory usage",,,,,,,,"swap",,"paging",,"dsk/total",,"dsk/sda",,"dsk/sdb",,"sda","sdb","sda","sdb","sda","sdb","dsk/total",,"dsk/sda",,"dsk/sdb",,"sda",,"sdb",,"net/total",,"system"
8,1,0,11.964,8.104,74.162,5.770,0,44,31,22.449,20.408,36.735,76.768,44.792,27.083,26.531,35.052,23.711,24.742,8,9,10.101,6,20.202,11,24.490,38.144,22.680,11,11,37.895,231751,230474,135170646016,10402836480,109192396800,206860288,14894592000,384528384,1007616,474968064,0,0,0,0,0,312631296,0,312631296,0,0,994.194,0,66.716,0,1.612,0,0,612,0,612,0,0,0,162.160,0,0,111165354,2095975,02-09 06:33:49
7,1,0,22.835,9.211,65.874,2.080,0,39.175,34.021,39.394,35.354,46,89.899,58.763,32.653,33.333,34.343,36.082,35.714,22,16.327,13.131,10.204,31.313,13.131,36.082,48.421,33.333,13.131,21,47.917,449581,220171,135170646016,10401222656,109214728192,206901248,14875967488,412303360,1007616,472834048,0,0,0,0,0,235089920,0,235089920,0,0,979.017,0,10.220,0,1.825,0,0,469,0,469,0,0,0,21.851,0,0,107068112,1987279,02-09 06:33:50
3,0,0,14.310,8.195,76.136,1.359,0,32,30.612,25.253,19.388,18.367,76.768,33.673,20.619,51.546,20.619,27.273,15.306,11.224,14,14.141,10,17.347,18.367,22.680,37.500,21.053,2,0,35.106,279346,254157,135170646016,10402435072,108898156544,206950400,15183233024,605523968,1007616,480878592,0,0,0,0,0,112766976,0,112766976,0,0,933.254,0,4.068,0,2.237,0,0,236,0,236,0,0,0,17.254,0,0,123261731,2347769,02-09 06:33:51
9,0,0,14.705,8.542,75.393,1.360,0,51.020,46,21.875,16.327,19.588,60.606,42.708,21,29.592,22.449,28.571,19.192,8.081,10.204,14.286,16.327,10.101,16.495,24.742,38.947,23.469,4,3,40,300441,254055,135170646016,10403446784,108573933568,206983168,15498215424,796381184,1007616,489074688,0,0,0,0,0,122527744,0,122527744,0,0,942.197,0,4.344,0,2.126,0,0,254,0,254,0,0,0,17.055,0,0,122909301,2356835,02-09 06:33:52
3,2,0,13.696,8.294,74.266,3.743,0,37.374,69,24.242,20.408,15.306,55.556,46.875,21.875,23.469,22.917,25,23.711,13.131,10.204,9.091,11.111,13.265,15,44.898,39.362,23.469,7,6.061,40.625,267482,255722,135170646016,10401726464,108348211200,206999552,15719211008,729075712,1007616,495505408,0,0,0,0,0,216162304,0,216162304,0,0,984.445,0,51.180,0,1.753,0,0,430,0,430,0,0,0,90.288,0,0,122938727,2340333,02-09 06:33:53
4,2,1,12.065,6.839,74.087,7.009,0,41.837,100,12.121,15,12,71.429,41.837,25.510,21.429,26.804,27.083,24.490,6.061,12.121,12.121,11.111,8,0,26.804,43.750,22.917,14.286,7.071,43.158,132819,251230,135170646016,10400948224,108215517184,207003648,15848968192,438398976,1007616,499216384,0,0,0,0,0,421507072,0,421507072,0,0,1023.945,0,142.508,0,1.242,0,0,804,0,804,0,0,0,163.781,0,0,123274663,2346025,02-09 06:33:54
5,3,0,18.854,8.790,64.586,7.771,0,65.657,66.667,40.206,24.490,28.283,85.859,53.125,29.592,31.959,32.653,43.878,24.242,16.162,19,28.571,18.367,15.306,27,31.579,47.423,31.313,23.232,22.222,44.330,317748,233218,135170646016,10397908992,108703514624,207040512,15374143488,446898176,1007616,489046016,0,0,0,0,0,260812800,0,260812800,0,0,957.265,0,40.076,0,1.808,0,0,531,0,531,0,0,0,119.079,0,0,112452841,2087561,02-09 06:33:55
6,1,0,17.208,11.529,69.129,2.135,0,47,41,61.386,11.111,15.306,81.188,45.263,28.125,30.928,34.375,38.542,24.742,17.347,8.163,18.557,4,9,2,28.866,47.312,26.316,48.421,50,21.212,477749,248932,135170646016,10397806592,108395405312,207048704,15676592128,523182080,1007616,494800896,0,0,0,0,0,226672640,0,226672640,0,0,986.011,0,10.100,0,2.004,0,0,449,0,449,0,0,0,22.441,0,0,123037239,2342583,02-09 06:33:56
4,0,0,15.928,9.114,73.552,1.405,0,46,34.694,45.918,15.306,26,44.898,43.011,23.232,19.388,26.804,29.167,21.429,12.121,4,6,12.121,10.204,15.464,27.835,43.158,23.711,43.617,45.263,15.306,292373,247815,135170646016,10401583104,108064169984,207077376,15996030976,734396416,1007616,502792192,0,0,0,0,0,112132096,0,112132096,0,0,931.945,0,3.920,0,2.281,0,0,235,0,235,0,0,0,16.800,0,0,122928901,2356697,02-09 06:33:57
6,0,0,14.431,8.277,75.764,1.528,0,28.866,29.293,21,32,18.367,49.495,38.144,20.619,18.367,26.804,28.866,24.490,11.111,5.051,7.071,18.367,12.121,6.931,21.649,34.375,52.525,36.082,36.458,7.071,295342,247634,135170646016,10399932416,107745832960,207122432,16307138560,913580032,1007616,511627264,0,0,0,0,0,123162624,0,123162624,0,0,950.858,0,4.604,0,2.277,0,0,253,0,253,0,0,0,17.708,0,0,123298926,2347433,02-09 06:33:58
1,2,0,12.032,7.228,74.915,5.825,0,25,75.758,15.306,7.143,14.286,62,38.947,43.434,28.283,27.835,28.866,19.192,4,17.347,2,12.121,15.306,0,23.469,36.842,21.429,36.842,37.234,7.143,180065,248298,135170646016,10400243712,107724546048,207130624,16326045696,674193408,1007616,513687552,0,0,0,0,0,330473472,0,330473472,0,0,1007.170,0,99.828,0,1.371,0,0,642,0,642,0,0,0,122.960,0,0,122900435,2342129,02-09 06:33:59
4,2,0,19.371,6.924,66.737,6.967,0,43.434,90.909,30,20,24.242,84,42.708,24.490,32.653,31.633,41.667,32.323,12,19,10.891,19.192,11,12.245,30.612,49.474,23.711,49.474,48.958,21.212,143519,211908,135170646016,10402734080,107603537920,207151104,16442200064,481030144,1007616,516030464,0,0,0,0,0,388771840,0,388771840,0,0,1008.215,0,115.364,0,1.328,0,0,753,0,753,0,0,0,180.674,0,0,109824646,2038359,02-09 06:34:00
11,0,0,17.755,12.207,67.734,2.305,0,35.354,45.361,30.928,44.444,36.364,77,52.128,30.928,28.866,38.144,41.667,26.804,19,2,5,11.111,10.101,14.141,31.250,48.936,28.866,51.064,51.064,19.388,529205,238154,135170646016,10401779712,107947507712,207179776,16108507136,529793024,1007616,506679296,0,0,0,0,0,248909824,0,248909824,0,0,980.175,0,11.496,0,1.935,0,0,496,0,496,0,0,0,23.177,0,0,122972814,2341249,02-09 06:34:01
6,1,0,17.022,10.154,71.203,1.621,0,34.343,42.157,29.293,15,19.388,86.735,50.526,29.897,26.263,34.737,37.113,24.490,6.061,11.224,9.184,7,10.101,4.040,28.866,45.745,26.531,46.316,47.368,20.202,359810,249925,135170646016,10401030144,107622752256,207212544,16426151936,699523072,1007616,514506752,0,0,0,0,0,156987392,0,156987392,0,0,963.953,0,6.036,0,2.069,0,0,317,0,317,0,0,0,19.570,0,0,123000842,2357769,02-09 06:34:02
3,0,0,14.583,8.248,75.595,1.573,0,32.653,22.917,29.592,22.449,19.388,65,35.052,12.245,67.347,21.649,22.449,14,14.141,14.141,15.152,6.122,16.327,11,20.619,33.673,20.833,33.684,34.043,4,259353,252417,135170646016,10400419840,107297251328,207237120,16743051264,905539584,1007616,523694080,0,0,0,0,0,112558080,0,112558080,0,0,931.521,0,4.352,0,2.356,0,0,236,0,236,0,0,0,18.492,0,0,123042625,2344529,02-09 06:34:03
7,2,0,13.874,8.401,75.308,2.418,0,32.323,30.303,26,15.306,22.222,58,37.500,32.323,22.449,25.510,26.042,18.182,7.071,11.111,20.202,13,8.163,0,21.649,34.043,20.408,37.113,62.626,10.309,282545,253313,135170646016,10402873344,107039870976,207265792,16990851072,892518400,1007616,530792448,0,0,0,0,0,187662336,0,187662336,0,0,967.456,0,31.192,0,1.832,0,0,380,0,380,0,0,0,49.743,0,0,123780934,2353488,02-09 06:34:04
3,3,0,20.076,5.748,66.779,7.396,0,28.713,36.735,30.612,20.202,26.263,27.835,46.939,100,84.158,40.404,40.404,24,6,25.253,16.327,25.510,30,13.131,25.253,34.343,32.653,32.632,25.773,22.772,122918,216080,135170646016,10400776192,106918100992,207269888,17111429120,522420224,1007616,534077440,0,0,0,0,0,418361344,0,418361344,0,0,1024.127,0,171.940,0,1.248,0,0,798,0,798,0,0,0,165.104,0,0,107776045,1999151,02-09 06:34:05
5,2,0,14.117,5.072,72.908,7.904,0,10.204,100,7,2,14.286,10.101,70.833,100,41.667,65.263,31.633,36.458,11.111,2,0,0,0,2,16.495,26.804,17.526,17.172,41,26.316,119975,250642,135170646016,10404081664,106708545536,207269888,17312833536,363188224,1007616,538923008,0,0,0,0,0,422154240,0,422154240,0,0,1022.833,0,268.504,0,1.242,0,0,805,0,805,0,0,0,332.169,0,0,123079581,2342295,02-09 06:34:06
6,1,0,17.161,9.153,69.025,4.661,0,68.687,68.317,56.122,18,23.232,60.606,43.750,44.898,32.653,37.755,39.175,21.649,6.061,7.143,10,15.152,13.265,13.131,21.649,32.292,24.490,15.464,38.384,31.959,404697,231053,135170646016,10402656256,107108401152,207310848,16921862144,430985216,1007616,531423232,0,0,0,0,0,281628672,0,281628672,0,0,973.315,0,30.188,0,1.749,0,0,565,0,565,0,0,0,147.618,0,0,111568493,2125637,02-09 06:34:07
8,1,0,20.501,9.890,67.615,1.995,0,80.808,39.583,28.283,33.673,35.714,82.828,54.082,28.571,43.158,31.633,31.959,28.866,1.010,16.162,12.245,20.202,8.081,6,26.804,40.625,27.551,23,36.735,39.583,545384,234003,135170646016,10402582528,106818281472,207351808,17206366208,464703488,1007616,537071616,0,0,0,0,0,263385088,0,263385088,0,0,985.443,0,11.176,0,1.820,0,0,523,0,523,0,0,0,21.954,0,0,115708926,2144105,02-09 06:34:08
5,1,0,16.773,9.646,71.703,1.878,0,47.475,19.802,26.263,25.510,18,83,41.667,30.612,47.368,33.333,35.714,32.653,13.131,7,15.152,4.040,12.121,0,27.835,44.211,28.866,23.711,23.469,45.263,311159,252232,135170646016,10402271232,106487803904,207372288,17529049088,667615232,1007616,545157120,0,0,0,0,0,117116928,0,117116928,0,0,930.239,0,4.252,0,2.341,0,0,247,0,247,0,0,0,17.150,0,0,123072273,2341769,02-09 06:34:09
3,2,0,21.283,7.732,68.054,2.931,0,37.374,40.816,22.222,28.283,30.303,95.050,51.579,35.052,47.917,38.144,39.583,34.021,3.030,10.101,18.182,20,9.091,12,29.167,48.936,24.742,27.273,13.265,48.936,227454,215199,135170646016,10401386496,106282979328,207396864,17728405504,507973632,1007616,551485440,0,0,0,0,0,283168768,0,283168768,0,0,994.980,0,80.948,0,1.537,0,0,556,0,556,0,0,0,117.501,0,0,109740877,2035231,02-09 06:34:10
2,2,2,12.378,6.721,76.138,4.764,0,35,21,31.313,16.162,15.306,100,44.792,18.182,44.211,23.469,25.773,24.242,5,0,10.101,2,1.980,6.061,25.773,40,25.773,6.122,18.182,41.667,132126,249142,135170646016,10401746944,106146553856,207400960,17860456448,279547904,1007616,555495424,0,0,0,0,0,423624704,0,423624704,0,0,1022.591,0,135.984,0,1.241,0,0,810,0,810,0,0,0,163.936,0,0,123647194,2355121,02-09 06:34:11
5,1,0,13.551,9.771,72.387,4.291,0,35.714,19.588,26.804,42,21.649,76.531,46.392,41.414,37.895,26.804,36.735,30.612,10,7,8.081,12.245,8,0,52.525,36.082,23.711,13.131,14.286,36.458,422410,258631,135170646016,10403885056,106557071360,207458304,17458778112,278134784,1007616,544460800,0,0,0,0,0,254992384,0,254992384,0,0,908.543,0,16.420,0,1.744,0,0,545,0,545,0,0,0,64.881,0,0,122589378,2351253,02-09 06:34:12
7,0,0,15.666,9.281,73.563,1.490,0,19.388,29.293,25,18.557,30,98.020,40.860,25,39.583,23.958,39.175,27.083,13.402,12.121,12.121,11.111,16.495,0,25,42.105,28.866,10.101,3.030,43.158,343724,265677,135170646016,10399789056,106230116352,207491072,17781182464,448208896,1007616,553074688,0,0,0,0,0,145637376,0,145637376,0,0,961.014,0,6.192,0,2.176,0,0,296,0,296,0,0,0,20.757,0,0,123085916,2344689,02-09 06:34:13
4,0,0,15.070,8.685,74.628,1.618,0,36.364,25.773,21.429,30,26.804,72.727,39.583,27.273,39.583,19.388,22.449,14,16,15.306,17.347,13.265,15.152,5,24.490,36.842,23.711,6,27.551,35.789,303708,260249,135170646016,10402537472,105905930240,207536128,18094485504,636588032,1007616,561164288,0,0,0,0,0,134418432,0,134418432,0,0,940.943,0,4.844,0,2.208,0,0,279,0,279,0,0,0,17.620,0,0,122861842,2340945,02-09 06:34:14
4,0,0,20.093,8.097,70.623,1.187,0,32.653,23.232,33.333,23.469,22.772,57.576,79.798,30.612,41.237,30.303,33.673,27.551,21.212,18.367,18.182,20.202,14,18.182,22.917,39.583,25.773,14.433,15.152,39.583,274151,225847,135170646016,10402529280,105624678400,207556608,18367840256,804995072,1007616,569049088,0,0,0,0,0,101195776,0,101195776,0,0,941.181,0,3.672,0,2.305,0,0,210,0,210,0,0,0,17.505,0,0,111000359,2063643,02-09 06:34:15
3,2,0,12.851,7.574,75.064,4.511,0,37.374,19.388,17.347,13.265,22.449,82.653,18.557,43.750,20.619,26.042,28.125,25.510,17.347,11.111,0,1.980,4.040,0,23.469,41.489,22.449,39.583,40.206,44,195671,251235,135170646016,10401734656,105456037888,207560704,18532122624,540758016,1007616,574197760,0,0,0,0,0,352010240,0,352010240,0,0,1006.865,0,106.796,0,1.368,0,0,684,0,684,0,0,0,130.102,0,0,123092594,2342843,02-09 06:34:16
1,14,0,10.504,6.269,75.815,7.412,0,19.388,18.182,19.388,15.152,14,94.949,16.327,36.458,21.429,22.222,25.510,20.202,8,18.367,3,5,9.091,5,16.495,35.052,17.347,32.292,31.579,79,176821,258983,135170646016,10402234368,105319329792,207577088,18664632320,359931904,1007616,577880064,0,0,0,0,0,386404352,0,386404352,0,0,1010.095,0,113.816,0,1.333,0,0,747,0,747,0,0,0,175.496,0,0,123096372,2359965,02-09 06:34:17
9,0,0,16.574,11.619,69.201,2.606,0,56.122,44.444,32.323,31.633,15.152,78.788,27,50,35.354,33.333,32.632,23.469,9.091,17.172,3.030,15.306,20.202,7,26.531,48.958,26.042,44.681,44.211,21.649,508641,250387,135170646016,10402045952,105688498176,207609856,18305277952,410157056,1007616,568221696,0,0,0,0,0,250970112,0,250970112,0,0,982.438,0,11.680,0,1.916,0,0,500,0,500,0,0,0,23.992,0,0,122989606,2342254,02-09 06:34:18
6,0,0,16.135,9.068,73.010,1.788,0,21.782,20.202,36.364,30,17.526,99.010,18.367,48.421,21.429,30.928,32.990,18.367,16.327,6.061,7,10.101,12,0,22.105,46.237,23.469,43.158,44.211,21.649,290916,255807,135170646016,10402885632,105353973760,207622144,18630520832,612880384,1007616,576651264,0,0,0,0,0,135200768,0,135200768,0,0,942.728,0,5.572,0,2.251,0,0,278,0,278,0,0,0,20.763,0,0,123743513,2357176,02-09 06:34:19
8,1,0,20.696,8.227,69.720,1.357,0,49.495,22.449,25.253,44.444,23.232,56.566,40.816,46.392,22.449,35.052,40.206,37.374,16.162,22,3.030,18.367,19.588,22.222,29,43.750,26.531,33.673,31.250,22.772,299552,231246,135170646016,10401861632,105063284736,207634432,18914869248,776527872,1007616,584003584,0,0,0,0,0,123199488,0,123199488,0,0,951.043,0,4.260,0,2.103,0,0,253,0,253,0,0,0,17.028,0,0,110874923,2056849,02-09 06:34:20
4,2,0,14.340,8.383,74.723,2.553,0,38.144,33.333,17.347,14.286,17.172,74,26.804,34.737,28.571,23.469,36.082,13.265,3.030,10.891,7.071,16.327,10,7.071,21.649,39.583,21.649,36.842,38.947,35.354,272028,258286,135170646016,10401513472,104799965184,207679488,19170312192,748601344,1007616,592183296,0,0,0,0,0,210960384,0,210960384,0,0,969.854,0,45.072,0,1.737,0,0,426,0,426,0,0,0,77.192,0,0,122927979,2340573,02-09 06:34:21
6,2,0,12.123,6.848,75.160,5.870,0,100,18.182,25.253,10.101,15.152,58.163,12.121,44.211,19.388,26.531,27.835,17.172,7.071,7.071,7.071,15.152,10.101,4,21.649,45.161,21.649,41.053,41.667,6.061,136774,257498,135170646016,10402889728,104663027712,207683584,19302121472,471977984,1007616,595931136,0,0,0,0,0,418361344,0,418361344,0,0,1023.930,0,145.108,0,1.258,0,0,798,0,798,0,0,0,163.670,0,0,123272337,2363985,02-09 06:34:22
7,1,0,14.261,9.906,71.435,4.398,0,84,40.816,36.735,22.680,19.388,66.667,16.162,49.474,6,26.042,28.125,16.162,11,15.152,16,15.306,14.286,11.224,22.680,49.474,20.619,45.361,44.681,10,384328,266271,135170646016,10397835264,105068441600,207712256,18910793728,453931008,1007616,586870784,0,0,0,0,0,291557376,0,291557376,0,0,979.883,0,41.660,0,1.680,0,0,581,0,581,0,0,0,117.372,0,0,122929280,2341735,02-09 06:34:23
6,1,0,16.007,10.430,71.648,1.916,0,28.571,58.586,31.633,17.172,17.347,82,23,48.387,15.306,27.083,30.612,8,10.204,18.367,12.121,17.347,31.313,8,22.680,48.421,23.469,44.086,43.617,16.162,444367,261159,135170646016,10401308672,104933089280,207740928,19040423936,554176512,1007616,589090816,0,0,0,0,0,214601728,0,214601728,0,0,972.483,0,8.748,0,2.009,0,0,430,0,430,0,0,0,20.614,0,0,122974572,2342735,02-09 06:34:24
7,0,0,21.088,8.163,69.345,1.403,0,32,30.303,35,27.551,19.192,83.838,36.082,50,26,36.082,35.789,23.232,14.141,30.612,18.182,10.204,19.192,10.101,29.293,48.936,25.773,37.895,38.542,19.388,264713,230605,135170646016,10402078720,104637894656,207765504,19327963136,735420416,1007616,595951616,0,0,0,0,0,102567936,0,102567936,0,0,923.166,0,3.684,0,2.304,0,0,217,0,217,0,0,0,17.051,0,0,111879058,2079645,02-09 06:34:25
5,1,0,16.546,9.552,72.580,1.322,0,18.367,55,19.192,20.202,17.172,75.758,45.263,26.804,41.237,31.313,31.959,50,12.121,3,18.182,15,10.101,14.141,28.866,43.750,27.835,15.152,23.469,18.557,308034,262867,135170646016,10403753984,104307666944,207798272,19647684608,935178240,1007616,604749824,0,0,0,0,0,122314752,0,122314752,0,0,955.588,0,4.316,0,2.176,0,0,250,0,250,0,0,0,17.216,0,0,122972338,2343089,02-09 06:34:26
3,2,0,12.357,7.728,75.159,4.756,0,32.323,61.224,29.167,21.782,19.388,63.636,39.583,15.152,37.234,20.833,27.551,55.670,7.071,10.101,11.224,12.121,10.204,19.388,23.711,36.458,23.711,6,12.121,2,217375,255312,135170646016,10402635776,104408477696,207831040,19548090368,743329792,1007616,604618752,0,0,0,0,0,301477888,0,301477888,0,0,986.536,0,86.168,0,1.478,0,0,598,0,598,0,0,0,118.865,0,0,123246546,2363082,02-09 06:34:27
0,4,0,12.521,6.942,73.424,7.112,0,27.551,100,16.162,18.367,14.141,75.758,41.667,24.742,43.750,26.804,30.928,43.158,0,3.030,12,0,5,15.464,25.263,42.105,26.042,10.204,18.182,18.367,129246,248991,135170646016,10401333248,104275107840,207835136,19681218560,529424384,1007616,606158848,0,0,0,0,0,420319232,0,420319232,0,0,1021.132,0,130.060,0,1.240,0,0,803,0,803,0,0,0,180.848,0,0,122830468,2339593,02-09 06:34:28
7,0,0,15.064,10.809,70.553,3.574,0,52,77,24.490,26.531,33.673,67.677,43.158,27.551,46.316,36,27.835,41.489,8.081,7.071,14.286,10.101,13.131,16.832,27.551,40.426,26.531,1,21.649,22.222,504471,255580,135170646016,10402193408,104642351104,207884288,19322626048,542113792,1007616,596598784,0,0,0,0,0,252203008,0,252203008,0,0,975.085,0,14.700,0,1.909,0,0,505,0,505,0,0,0,28.562,0,0,123244145,2346799,02-09 06:34:29
3,1,0,21.068,8.648,68.758,1.526,0,37.755,26.531,21,19.192,21.212,98.020,50,35.714,48.421,35.052,38.144,49.485,23,18.182,10.101,5,11.111,24.742,32.292,41.237,30.208,13,24.242,32.323,311050,222314,135170646016,10402168832,104361881600,207892480,19596374016,678146048,1007616,603336704,0,0,0,0,0,148041728,0,148041728,0,0,963.940,0,5.772,0,2.086,0,0,302,0,302,0,0,0,19.775,0,0,112276458,2084873,02-09 06:34:30
5,0,0,16.113,8.951,73.402,1.535,0,24.242,24,16.162,24.490,15.306,100,46.875,26.042,44.792,30.208,31.250,45.833,23.711,9.091,5,13.265,20.408,0,28.866,44.681,27.835,7.071,15.152,17.526,304164,248252,135170646016,10401120256,104028921856,207908864,19921530880,891650048,1007616,612171776,0,0,0,0,0,115675136,0,115675136,0,0,937.079,0,4.012,0,2.283,0,0,239,0,239,0,0,0,17.105,0,0,122828476,2339361,02-09 06:34:31
7,1,0,13.862,7.715,74.311,4.112,0,26.531,13.265,14.286,8,61.616,91.089,36.458,25.253,57.895,42.857,29.897,35.789,11.111,16.327,0,14.141,0.990,0,22.449,34.737,23.469,13.131,18.182,21.212,243536,251877,135170646016,10405965824,103718998016,207921152,20218003456,837865472,1007616,620765184,0,0,0,0,0,329101312,0,329101312,0,0,996.625,0,96.980,0,1.414,0,0,645,0,645,0,0,0,148.998,0,0,123205625,2360756,02-09 06:34:32
4,2,0,11.257,6.797,65.166,16.780,0,70.297,35.714,46,57.732,21.212,69.388,50.515,38.144,48.454,38.144,41.837,50.526,1.980,20,20,20.202,26.263,19,22.680,37.113,23.469,17.347,29.293,35.354,168641,236543,135170646016,10401243136,103592026112,207945728,20345901056,525537280,1007616,624537600,0,0,0,0,0,377597952,0,377597952,0,0,1015.989,0,113.304,0,1.377,0,0,726,0,726,0,0,0,152.821,0,0,114943733,2150837,02-09 06:34:33
2,11,0,11.370,6.788,67.246,14.595,0,44.898,52,59.596,31.313,23.469,82,37.500,47.475,37.895,43.750,40.206,45.918,20.202,15,19,26.263,5.051,11,23.469,34.375,22.105,36.364,22.222,5.051,207667,238846,135170646016,10403356672,103435472896,207949824,20496482304,360665088,1007616,628391936,0,0,0,0,0,390717440,0,390717440,0,0,1018.670,0,118.032,0,1.333,0,0,750,0,750,0,0,0,157.472,0,0,117715124,2198147,02-09 06:34:34
8,0,0,19.543,8.333,67.766,4.357,0,41.414,47.959,50.515,45,26,89,40.206,31,40.816,43.878,31.633,37.500,20.202,23,14.286,24.242,21.212,16.162,27.083,28.866,28.283,16.162,10.204,16.162,329193,232600,135170646016,10400579584,103783325696,207998976,20158492672,377556992,1007616,621256704,0,0,0,0,0,249085952,0,249085952,0,0,972.986,0,16.272,0,1.856,0,0,500,0,500,0,0,0,38.515,0,0,109064147,2007015,02-09 06:34:35
5,0,0,15.296,8.948,74.095,1.662,0,55,17,31.683,18,20.408,70.408,41.053,42.553,35.354,24.242,26.531,15.464,15.306,15.306,10.101,10.101,18.367,17.172,24.490,43.617,0,21.875,41.667,15.306,317117,255086,135170646016,10401263616,103458459648,208015360,20475752448,560992256,1007616,628162560,0,0,0,0,0,144846848,0,144846848,0,0,952.471,0,5.620,0,2.189,0,0,296,0,296,0,0,0,19.539,0,0,122970243,2341779,02-09 06:34:36
3,1,0,15.142,8.720,74.054,2.084,0,25.773,21.429,15.306,31.633,20.202,98.039,40,44.211,12.245,23.958,37.895,43,3.030,5,10.101,11.111,12,5,23.958,44.211,10.204,23.232,40.426,19.192,279577,253403,135170646016,10400198656,103219163136,208039936,20710002688,619483136,1007616,634249216,0,0,0,0,0,199098368,0,199098368,0,0,977.374,0,41.204,0,1.724,0,0,400,0,400,0,0,0,68.450,0,0,122886234,2357156,02-09 06:34:37
10,2,0,14.419,8.635,73.586,3.360,0,22.222,30.928,18.367,32.323,15.306,89.899,46.316,47.368,25.510,36.735,36.082,38.776,0,8,11.111,4.082,4.082,0,26.531,43.158,21.212,24.742,42.105,10.204,289494,244767,135170646016,10402115584,102972780544,208064512,20947296256,547508224,1007616,641396736,0,0,0,0,0,299868160,0,299868160,0,0,982.789,0,57.660,0,1.642,0,0,596,0,596,0,0,0,98.711,0,0,123434524,2349891,02-09 06:34:38
5,3,0,13.305,7.377,74.797,4.520,0,31.313,25.743,16.495,12.245,16.327,100,43.750,44.211,25,30.208,35.106,23.711,0,0,15.306,0,0,0,26.042,45.745,23.958,24.211,45.263,22.449,129008,251250,135170646016,10399924224,102837121024,208072704,21081456640,279408640,1007616,645079040,0,0,0,0,0,415739904,0,415739904,0,0,1023.920,0,142.096,0,1.258,0,0,792,0,792,0,0,0,165.798,0,0,122691455,2336335,02-09 06:34:39
7,1,0,21.761,8.340,65.241,4.657,0,55.102,34,36,27.723,24.242,77.228,57.732,51.020,34.694,47.959,49.495,46.939,17.647,8.081,19.388,11.765,24,13.131,35.714,41.667,34,29.592,31.579,30.928,320494,207705,135170646016,10401964032,103287279616,208109568,20637270016,272498688,1007616,637030400,0,0,0,0,0,258076672,0,258076672,0,0,982.335,0,39.664,0,1.680,0,0,512,0,512,0,0,0,122.386,0,0,103627600,1883408,02-09 06:34:40
8,0,0,16.117,7.741,74.196,1.946,0,26,52.577,43.434,23.711,23.232,70.833,100,29.897,18,20.408,20.619,13.131,5.102,9.184,17.172,11.340,17.172,8.081,16.495,29.897,7.071,16.327,29.293,7.071,420276,259579,135170646016,10402562048,102961438720,208130048,20957634560,386506752,1007616,641888256,0,0,0,0,0,215199744,0,215199744,0,0,977.444,0,9.692,0,1.888,0,0,430,0,430,0,0,0,23.375,0,0,123216431,2347969,02-09 06:34:41
9,2,0,16.328,7.191,74.831,1.650,0,46.939,27.273,56.122,17.526,19.192,55.446,100,47.423,13.402,23.232,21.429,13.131,12,10,7.143,9.091,12.121,10,17.172,30.526,5.051,15.306,28.125,6.931,302737,256729,135170646016,10400649216,102636195840,208150528,21276098560,567410688,1007616,650559488,0,0,0,0,0,137232384,0,137232384,0,0,947.226,0,5.452,0,2.134,0,0,283,0,283,0,0,0,17.724,0,0,122944981,2359276,02-09 06:34:42
6,0,0,18.128,7.116,73.443,1.313,0,18.367,27.273,13.131,26.733,27.273,92.929,79.592,35.789,29,26.804,29.167,21.649,12,10.204,7.921,6,11.224,4.040,21.649,35.052,21.429,23.232,35.052,23.469,265436,236242,135170646016,10400079872,102324908032,208179200,21579735040,771125248,1007616,658751488,0,0,0,0,0,102187008,0,102187008,0,0,811.183,0,3.844,0,1.935,0,0,246,0,246,0,0,0,17.406,0,0,115387952,2150913,02-09 06:34:43
2,2,0,13.038,7.712,73.967,5.283,0,52.525,26.531,29.293,64.646,29.293,52.525,46.392,48.936,11.111,25.773,32.323,13,14.286,8.081,9.091,6.122,0,4.040,27.083,48.387,6.061,25,44.565,4.082,212806,244299,135170646016,10401062912,102161514496,208199680,21737488384,499290112,1007616,663388160,0,0,0,0,0,356036608,0,356036608,0,0,1005.095,0,109.048,0,1.374,0,0,693,0,693,0,0,0,131.405,0,0,122511397,2332037,02-09 06:34:44
4,2,0,17.827,6.409,66.553,9.211,0,45.455,35.714,88.889,90.816,24.242,65.306,45.833,48.421,20.202,34.021,30.526,18.182,20.202,11.111,7,12.871,11.881,8,28.866,50,15.152,29.167,42.708,19,159506,220782,135170646016,10400575488,102035558400,208220160,21860155392,306683904,1007616,667144192,0,0,0,0,0,378986496,0,378986496,0,0,1011.044,0,109.704,0,1.366,0,0,732,0,732,0,0,0,173.235,0,0,111075281,2061393,02-09 06:34:45
